Name,Name,Key,Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,Brewery_ID,Brewery_Name,Avg_Review_Overall,Avg_Review_Aroma,Avg_Review_Appearance,Avg_Review_Palate,Avg_Review_Taste,Beer_ID
Colón Rubia,Colón Rubia,1983,Mild Ale - English Pale,47,Palos De Moguer - 82,Notes:This is an English style Golden Ale. It has a golden color from the combination of pale malts and Carmel malts. It contains hops which contribute greatly to providing its flavor and aroma. Developed with Munich malts. Developed with Saaz and Hallertauer hops.	,5.0,3.12,4,7,4,22,17,9,0,6,28,0,32,4955,Palos De Moguer - 82,3.6666666666666665,3.3333333333333335,3.1666666666666665,3.3333333333333335,3.6666666666666665,10603
Commander,Commander,4285,Barleywine - English,98,Lift Bridge Brewery,"Notes:The Commander™ is our English-Style Barleywine ale brewed with heavy fists of malts and subtle, sweet Cardamom. Aged in bourbon barrels, its bold, complex flavor reaches heights measured only by the building of its namesake. This 12.5% ABV treat is best enjoyed in smaller portions when you have some time to savor it, between now and 2020.	",12.5,4.02,4,51,71,10,96,17,0,34,11,66,95,18563,Lift Bridge Brewery,4.035714285714286,3.9642857142857144,3.8214285714285716,4.071428571428571,4.035714285714286,75474
Community Dark Mild Ale,Community Dark Mild Ale,483,Mild Ale - English Dark,12,New Albanian Brewing Company - Pizzeria and Public House,Notes:,3.7,3.89,2,34,2,21,23,2,0,4,14,3,62,2504,New Albanian Brewing Company - Pizzeria and Public House,4.35,3.85,3.75,4.05,4.25,10836
Consecration,Consecration,5511,Wild Ale,126,Russian River Brewing Company,"Notes:Dark ale aged in Cabernet Sauvignon barrels with Brett, Lacto, Pedio, and currants	",10.0,4.53,31,28,13,10,51,109,0,97,9,9,16,863,Russian River Brewing Company,4.296800947867299,4.36611374407583,4.091232227488152,4.283767772511848,4.4739336492890995,45653
Contemplation Ale,Contemplation Ale,1824,Farmhouse Ale - Bière de Garde,44,Brewery Vivant,Notes:,6.5,3.69,25,31,15,27,121,56,0,58,73,34,100,24678,Brewery Vivant,4.0,4.0,3.75,4.0,4.0,65876
Contorter,Contorter,3028,Porter - English,70,Ale Asylum,"Notes:Our porter is dark in color yet soft on the palate. English chocolate malts give it a complex, rich flavor wrapped in a silky smooth finish.	",4.8,3.76,12,117,6,65,61,2,0,1,25,5,125,13837,Ale Asylum,3.827272727272727,3.7818181818181817,3.7636363636363637,3.618181818181818,3.8,42364
Convict Hill Oatmeal Stout,Convict Hill Oatmeal Stout,4090,Stout - Oatmeal,93,Independence Brewing Co.,Notes:,8.0,3.93,4,71,10,42,36,4,0,8,24,4,93,10284,Independence Brewing Co.,3.9030612244897958,3.872448979591837,3.9642857142857144,3.892857142857143,3.9183673469387754,47911
Cornstalker Dark Wheat,Cornstalker Dark Wheat,4810,Wheat Beer - American Dark,110,Thunderhead Brewing Company,"Notes:A fantastic Dark Wheat. Clean, roasty, round, and surprisingly dry. Incredibly drinkable.	",5.2,3.68,18,60,6,32,33,6,0,8,7,7,118,461,Thunderhead Brewing Company,3.9166666666666665,3.625,3.9166666666666665,3.7083333333333335,3.8333333333333335,59294
Corona Extra,Corona Extra,2253,Lager - Adjunct,54,Grupo Modelo S.A. de C.V.,Notes:Also known as Coronita Extra (small bottles) and Corona Familiar (larger bottles).	,4.6,2.33,10,15,5,13,10,22,3,19,17,4,22,75,Grupo Modelo S.A. de C.V.,2.608120437956204,1.9502737226277371,2.2910583941605838,2.300638686131387,2.1875,232
Corona Light,Corona Light,2658,Lager - Light,62,Grupo Modelo S.A. de C.V.,Notes:,4.1,1.9,13,18,6,11,5,17,3,15,32,5,36,75,Grupo Modelo S.A. de C.V.,1.9576023391812865,1.6403508771929824,1.9152046783625731,1.8157894736842106,1.6608187134502923,233
Corsendonk Christmas Ale,Corsendonk Christmas Ale,4567,Strong Ale - Belgian Dark,104,Brouwerij Corsendonk,Notes:,8.1,4.17,8,47,16,22,89,25,0,66,26,40,75,41,Brouwerij Corsendonk,4.095238095238095,4.061076604554866,4.1853002070393375,4.068322981366459,4.173913043478261,140
Corsendonk Pater / Abbey Brown Ale,Corsendonk Pater / Abbey Brown Ale,514,Dubbel,14,Brouwerij Corsendonk,Notes:,7.5,4.04,23,40,15,31,107,43,0,67,22,20,102,41,Brouwerij Corsendonk,3.9854014598540144,3.9434306569343067,4.116788321167883,3.9133211678832116,4.035583941605839,138
Country Club Malt Liquor,Country Club Malt Liquor,2723,Lager - Malt Liquor,63,Pabst Brewing Company,Notes:,5.86,2.39,18,41,35,18,48,17,0,13,20,1,84,447,Pabst Brewing Company,2.824324324324324,2.3378378378378377,2.864864864864865,2.581081081081081,2.6216216216216215,9317
Crazy Jackass Ale,Crazy Jackass Ale,568,Rye Beer - Roggenbier,15,Sweetwater Tavern & Brewery,Notes:,6.0,3.96,2,5,1,6,4,3,0,5,8,4,26,2078,Sweetwater Tavern & Brewery,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.75,4.0,18077
Crazy Stallion,Crazy Stallion,2732,Lager - Malt Liquor,63,"City Brewing Company, LLC",Notes:,5.9,2.55,11,25,19,11,44,12,0,15,17,2,37,782,"City Brewing Company, LLC",2.671875,2.46875,2.984375,2.75,2.6875,7113
Creemore Springs Kellerbier,Creemore Springs Kellerbier,2611,Lager - Kellerbier / Zwickelbier,61,Creemore Springs Brewery Limited,"Notes:Kellerbier is an unfiltered, medieval German beer known for its naturally cloudy appearance. Served straight from the brewmaster’s cellar, it was a true honour for special guests visiting a brewery to be offered a taste. These days we happily make it available to one and all. Our Kellerbier is wonderfully aromatic with a hint of citrus and spice imparted by German whole leaf hops. Not too many breweries make Kellerbier, but then, we've always done things a little differently.30 IBU	",5.0,3.91,24,42,9,49,45,48,0,44,78,15,62,455,Creemore Springs Brewery Limited,4.078947368421052,3.8223684210526314,3.9276315789473686,3.861842105263158,3.914473684210526,50647
Creemore Springs Premium Lager,Creemore Springs Premium Lager,717,Lager - American Amber / Red,19,Creemore Springs Brewery Limited,"Notes:Lager is made the world over, but Creemore Springs Premium Lager is one of a kind. In all our travels, we've never found another like it. From the start, we've fire-brewed our flagship beer to be unique. It’s always made with the best ingredients and a strict adherence to traditional brewing methods. It’s just different up here, and so is our lager.Our unique lager has a brilliant copper colour, overtones of sweet caramel malt and an appealing, well-balanced floral hop character. It's fire-brewed using the best ingredients and our own spring water.24 IBU	",5.0,3.85,26,33,4,38,38,15,1,10,52,5,63,455,Creemore Springs Brewery Limited,3.9566473988439306,3.560693641618497,3.832369942196532,3.815028901734104,3.921965317919075,1654
Creemore Springs Traditional Pilsner,Creemore Springs Traditional Pilsner,2792,Pilsner - Bohemian / Czech,64,Creemore Springs Brewery Limited,"Notes:Pilsner was first made back in 1842 by the Bohemians. They used special pale malt and an abundance of hops to create a delicious, golden beer. Up here at Creemore Springs we fire-brew our pilsner the same traditional way, using only four natural ingredients starting with our own clear flowing spring water. It’s eminently drinkable, and always refreshing. Classic yet unique; it’s our fresh take on a traditional Czech pilsner.26 IBU	",5.3,3.54,32,39,4,65,32,19,5,16,99,5,71,455,Creemore Springs Brewery Limited,3.6865671641791047,3.3208955223880596,3.6194029850746268,3.5223880597014925,3.529850746268657,36960
Creemore Springs UrBock,Creemore Springs UrBock,172,Bock - Traditional,5,Creemore Springs Brewery Limited,"Notes:Bock beers gained notoriety in Munich back in 1612. All the Bavarian nobles were drinking fashionable northern ales known as Einbeck Bier. So Duke Maximillian I of Munich hired his own northern brewmaster, who created a lager similar in character but superior in taste. It won back the local aristocrats. Inspired by his entrepreneurial spirit we started brewing our own urBock – rich, ruby-hued beer with subtle, dark roasted flavours. It’s an aristocratic beer but rest assured, you needn’t be a Duke to enjoy it.28 IBU	",6.0,3.65,9,54,11,34,85,18,0,29,45,9,115,455,Creemore Springs Brewery Limited,3.66025641025641,3.4423076923076925,3.6474358974358974,3.576923076923077,3.6025641025641026,2250
Crest Super Premium Lager,Crest Super Premium Lager,2474,Lager - European Strong,58,Crest Brewing Company,Notes:,10.0,1.97,10,9,58,27,44,13,0,15,22,0,39,975,Crest Brewing Company,1.9772727272727273,2.022727272727273,2.8181818181818183,2.0454545454545454,1.9090909090909092,7141
Cucumber Saison,Cucumber Saison,3332,Fruit and Field Beer,77,Cigar City Brewing,"Notes:We employ the humble cucumber in a low gravity Saison to create a vibrant ale with notes of melon, tropical fruit, lemongrass and, of course, cucumber. Put some cucumber wheels on your eyes, relax, and enjoy. Ahhhh.	",5.0,3.73,43,14,8,17,21,41,3,36,21,11,13,17981,Cigar City Brewing,4.125,4.5,3.75,4.0,4.125,73070
Curve Ball Blonde Ale,Curve Ball Blonde Ale,1919,Kölsch,46,"Pyramid Breweries, Inc.",Notes:,5.0,3.27,19,27,3,32,33,25,3,33,50,2,72,403,"Pyramid Breweries, Inc.",3.53,3.1425,3.215,3.255,3.235,51959
Cuvee De Tomme,Cuvee De Tomme,5522,Wild Ale,126,The Lost Abbey,"Notes:Blended dark strong ale with sour cherries aged in American oak and French oak red wine barrels. Once upon a time it was the most award winning Pizza Port beer of all time. Now it has found a new home at The Lost Abbey.A massive brown ale base that is made from four fermentable sugars including malted barley, raisins, candi sugar and sour cherries, this beer is fully-fermented before being placed in bourbon barrels where the beer ages for one year with the sour cherries and the wild Brettanomyces yeast that we inoculate the barrels.	",11.0,4.25,24,36,32,6,75,104,0,83,4,11,41,18149,The Lost Abbey,4.131987577639752,4.312111801242236,3.790372670807453,3.9549689440993787,4.361801242236025,34315
Cuvée Des Trolls,Cuvée Des Trolls,2077,Pale Ale - Belgian,49,Brasserie Dubuisson Frères sprl,"Notes:he Cuvée des Trolls was created in 2000 in the tanks of microbrewery Le Brasse-Temps, which was established in Louvain-la-Neuve by Brasserie Dubuisson.It is an unfiltered blonde beer with a natural cloud. The beer is produced using only yeast, malt, hops, sugar and water and has an alcohol volume of 7%.Thanks to the addition of dried orange peel during the boiling process, the beer has very pleasant fruity aromas that are in beautiful harmony with its delicate, fully rounded taste.	",7.0,3.59,29,26,18,35,67,73,0,84,55,29,47,604,Brasserie Dubuisson Frères sprl,3.5843373493975905,3.5180722891566263,3.4819277108433737,3.463855421686747,3.4698795180722892,13067
Cypress Honey Lager,Cypress Honey Lager,742,Lager - American Amber / Red,19,Granville Island Brewery,"Notes:Brewed in small batches, our Cypress Honey Lager is lightly hopped, mild and bright, and given a hint of sweetness with pure Fraser Valley honey. It’s like a refreshing blast of Cypress Mountain air.	",4.7,3.24,11,34,2,19,113,8,0,8,26,2,132,780,Granville Island Brewery,3.4464285714285716,3.0,3.25,3.3392857142857144,3.125,11158
DAB Dark Beer,DAB Dark Beer,780,Lager - European Dark,20,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.39,19,55,8,49,48,6,1,9,46,4,102,726,Dortmunder Actien Brauerei / DAB,3.388888888888889,3.2037037037037037,3.462962962962963,3.185185185185185,3.1296296296296298,10237
DAB Export,DAB Export,2367,Lager - European / Dortmunder Export,56,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.39,28,25,8,34,28,15,1,6,50,9,73,726,Dortmunder Actien Brauerei / DAB,3.2857142857142856,3.142857142857143,3.9285714285714284,3.4285714285714284,3.0714285714285716,2166
DAB Original,DAB Original,2354,Lager - European / Dortmunder Export,56,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.26,27,24,10,35,18,4,2,2,52,8,62,726,Dortmunder Actien Brauerei / DAB,3.5602941176470586,3.1470588235294117,3.460294117647059,3.373529411764706,3.3147058823529414,2831
Daisy Cutter Pale Ale,Daisy Cutter Pale Ale,2006,Pale Ale - American,48,Half Acre Beer Company,"Notes:Daisy Cutter Pale Ale is one of the first beers we brewed at our brewery on Lincoln Ave. It began as a special release bomber beer, but caught fire both in and outside the brewery.At the time, 2009, there were some local pale ales that hit with natural power, but not many. Daisy Cutter’s lush and dank characteristics steadily carved out a place within the Chicago brewing landscape.Today, Daisy Cutter is a call brand that we continue to keep raw and relevant.Blended pine, citrus, papaya and mango. Dank. Apparent biscuit, lingering, obscenely dry.	",5.2,4.17,28,42,7,70,34,54,4,82,124,4,61,18006,Half Acre Beer Company,4.295643153526971,4.283195020746888,4.123443983402489,4.029045643153527,4.16390041493776,48582
Dale's Pale Ale,Dale's Pale Ale,2003,Pale Ale - American,48,Oskar Blues Grill & Brew,Notes:,6.5,3.9,9,29,5,39,19,21,1,22,58,1,37,2681,Oskar Blues Grill & Brew,4.075831024930748,3.8507617728531858,3.9490997229916895,3.8781163434903045,3.9823407202216066,6518
Damien,Damien,1374,IPA - Black / Cascadian Dark Ale,34,Surly Brewing Company,"Notes:From the blackest depths of the brewhouse comes Damien, Child of Darkness. Spawned from the usually discarded remnants of Darkness, Damien is a dry-hopped black ale with flavors of roasted malt and dark brown sugar. Tangerine and pine aromatics only add to its insidious appeal.	",6.5,3.98,16,63,13,90,65,21,0,35,78,16,84,13014,Surly Brewing Company,4.0625,4.145833333333333,3.9166666666666665,3.7083333333333335,4.104166666666667,74405
Damnation,Damnation,4604,Strong Ale - Belgian Pale,105,Russian River Brewing Company,"Notes:Inspired pretty much by Duvel and other strong golden ales of Belgium. It is medium-bodied, has a fruity/banana bouquet, and a dry, spicy finish.AvailabilityPub draft and bottles, local distribution draft and bottles, some draft to some distributors, bottles to all distributors, year-roundOriginal Gravity: 1.056Alcohol by Volume: 7.5%Color: GoldenBitterness: Mild	",7.5,4.13,23,39,26,30,42,45,3,57,51,41,36,863,Russian River Brewing Company,4.156043956043956,4.07032967032967,4.102747252747252,4.115384615384615,4.156043956043956,12770
Damnation Batch 23 (Oak Aged),Damnation Batch 23 (Oak Aged),4738,Tripel,107,Russian River Brewing Company,Notes:We turned our regular Damnation recipe into a Tripel. It is bittered with Tomahawk and has Sterling and Cascade in the mid-boil and finish. The beer was then aged on new American oak chips for two to three weeks.	,11.0,4.26,11,30,45,16,64,60,0,66,22,35,29,863,Russian River Brewing Company,4.213917525773196,4.141752577319588,4.219072164948454,4.206185567010309,4.242268041237113,37578
Dampf Loc,Dampf Loc,1157,California Common / Steam Beer,29,Local Option,"Notes:Dampf Loc is an all-barley warm fermented ale brewed by the folks from Chicago’s Local Option; inspired by “Dampfbier” (literally “steam beer”) originally crafted by medieval peasant inhabitants of southeast Bavaria. During the fermentation process generous amounts of foam and surface bubbles burst in the tank, giving the illusion that the ferment is boiling or “steaming.” Tony Russomanno and Noah Hopkins took it upon themselves to brew Dampf Loc as a modern interpretation of its Teutonic predecessor, creating a “Hefe Gerste” ale that is true to its roots; unmistakable in character yet accessible to beer drinkers of all palates.Dampf Loc has a mild hop profile, medium body with pleasant effervescence and a clear, rich, orange hue. Dampf Loc is ideal for warm months, yet enjoyable year round.	",5.3,3.68,30,56,28,44,77,50,6,46,73,16,148,16773,Local Option,3.8333333333333335,3.5,4.166666666666667,4.166666666666667,3.6666666666666665,75680
Danilo Classic Kvas,Danilo Classic Kvas,3523,Kvass,81,"Darl, Tov",Notes:,1.5,3.29,5,15,4,3,28,9,0,6,1,2,26,24252,"Darl, Tov",3.25,3.0,3.0833333333333335,2.9166666666666665,3.3333333333333335,64373
Danilo Okroshka Kvas,Danilo Okroshka Kvas,3525,Kvass,81,"Darl, Tov",Notes:,1.5,3.18,1,8,0,1,16,2,0,5,3,1,10,24252,"Darl, Tov",2.8333333333333335,3.5,3.5,2.8333333333333335,2.8333333333333335,64396
Danilo Pohmilny Kvas,Danilo Pohmilny Kvas,3526,Kvass,81,"Darl, Tov",Notes:,1.5,3.34,4,8,3,3,19,6,0,4,1,4,19,24252,"Darl, Tov",3.0,3.0,3.0,3.25,3.25,64432
Danish Red Lager,Danish Red Lager,1035,Lager - Vienna,25,Figueroa Mountain Brewing Co.,"Notes:Danish Style Red Lager (Dansk Red) is inspired by the red lagers of Denmark and the signature red color in the Danish flag. This quality beer is crafted with a blend of European base and sweet caramel malt, creating a beautiful red hue.	",5.0,3.69,19,43,8,27,51,15,0,17,38,2,88,24600,Figueroa Mountain Brewing Co.,3.6666666666666665,3.6666666666666665,3.5,3.8333333333333335,3.8333333333333335,70521
Danny's Irish Style Red Ale,Danny's Irish Style Red Ale,2221,Red Ale - Irish,52,Moylan's Brewery,Notes:,6.5,3.62,14,39,13,26,93,40,0,43,30,1,110,870,Moylan's Brewery,3.6470588235294117,3.6050420168067228,3.6218487394957983,3.6092436974789917,3.6176470588235294,40898
